RaceYear,RaceName,Driver,pit_stops,completed_laps,pit_stop_bucket
2024,Singapore Grand Prix,ALB,2,15,2
2024,Singapore Grand Prix,ALO,1,61,1
2024,Singapore Grand Prix,BOT,1,61,1
2024,Singapore Grand Prix,COL,1,61,1
2024,Singapore Grand Prix,GAS,1,61,1
2024,Singapore Grand Prix,HAM,1,62,1
2024,Singapore Grand Prix,HUL,1,61,1
2024,Singapore Grand Prix,LEC,1,62,1
2024,Singapore Grand Prix,MAG,3,57,3
2024,Singapore Grand Prix,NOR,1,62,1
2024,Singapore Grand Prix,OCO,1,61,1
2024,Singapore Grand Prix,PER,1,61,1
2024,Singapore Grand Prix,PIA,1,62,1
2024,Singapore Grand Prix,RIC,3,61,3
2024,Singapore Grand Prix,RUS,1,62,1
2024,Singapore Grand Prix,SAI,1,62,1
2024,Singapore Grand Prix,STR,1,61,1
2024,Singapore Grand Prix,TSU,1,61,1
2024,Singapore Grand Prix,VER,1,62,1
2024,Singapore Grand Prix,ZHO,1,61,1
2024,Spanish Grand Prix,ALB,2,65,2
2024,Spanish Grand Prix,ALO,2,65,2
2024,Spanish Grand Prix,BOT,2,65,2
2024,Spanish Grand Prix,GAS,2,66,2
2024,Spanish Grand Prix,HAM,2,66,2
2024,Spanish Grand Prix,HUL,2,66,2
2024,Spanish Grand Prix,LEC,2,66,2
2024,Spanish Grand Prix,MAG,2,65,2
2024,Spanish Grand Prix,NOR,2,66,2
2024,Spanish Grand Prix,OCO,2,66,2
2024,Spanish Grand Prix,PER,3,66,3
2024,Spanish Grand Prix,PIA,2,66,2
2024,Spanish Grand Prix,RIC,2,65,2
2024,Spanish Grand Prix,RUS,2,66,2
2024,Spanish Grand Prix,SAI,2,66,2
2024,Spanish Grand Prix,SAR,2,64,2
2024,Spanish Grand Prix,STR,2,65,2
2024,Spanish Grand Prix,TSU,3,65,3
2024,Spanish Grand Prix,VER,2,66,2
2024,Spanish Grand Prix,ZHO,2,65,2
2024,United States Grand Prix,ALB,2,55,2
2024,United States Grand Prix,ALO,1,55,1
2024,United States Grand Prix,BOT,1,55,1
2024,United States Grand Prix,COL,1,56,1
2024,United States Grand Prix,GAS,1,56,1
2024,United States Grand Prix,HAM,0,2,0
2024,United States Grand Prix,HUL,1,56,1
2024,United States Grand Prix,LAW,1,56,1
2024,United States Grand Prix,LEC,1,56,1
2024,United States Grand Prix,MAG,2,56,2
2024,United States Grand Prix,NOR,1,56,1
2024,United States Grand Prix,OCO,2,55,2
2024,United States Grand Prix,PER,1,56,1
2024,United States Grand Prix,PIA,1,56,1
2024,United States Grand Prix,RUS,1,56,1
2024,United States Grand Prix,SAI,1,56,1
2024,United States Grand Prix,STR,1,55,1
2024,United States Grand Prix,TSU,1,55,1
2024,United States Grand Prix,VER,1,56,1
2024,United States Grand Prix,ZHO,2,55,2
2025,Abu Dhabi Grand Prix,ALB,2,58,2
2025,Abu Dhabi Grand Prix,ALO,1,58,1
2025,Abu Dhabi Grand Prix,ANT,1,58,1
2025,Abu Dhabi Grand Prix,BEA,1,58,1
2025,Abu Dhabi Grand Prix,BOR,1,58,1
2025,Abu Dhabi Grand Prix,COL,2,57,2
2025,Abu Dhabi Grand Prix,GAS,2,57,2
2025,Abu Dhabi Grand Prix,HAD,1,57,1
2025,Abu Dhabi Grand Prix,HAM,2,58,2
2025,Abu Dhabi Grand Prix,HUL,2,58,2
2025,Abu Dhabi Grand Prix,LAW,1,57,1
2025,Abu Dhabi Grand Prix,LEC,2,58,2
2025,Abu Dhabi Grand Prix,NOR,2,58,2
2025,Abu Dhabi Grand Prix,OCO,1,58,1
2025,Abu Dhabi Grand Prix,PIA,1,58,1
2025,Abu Dhabi Grand Prix,RUS,1,58,1
2025,Abu Dhabi Grand Prix,SAI,1,58,1
2025,Abu Dhabi Grand Prix,STR,1,58,1
2025,Abu Dhabi Grand Prix,TSU,1,58,1
2025,Abu Dhabi Grand Prix,VER,1,58,1
2025,Australian Grand Prix,ALB,5,57,4+
2025,Australian Grand Prix,ALO,3,33,3
2025,Australian Grand Prix,ANT,5,57,4+
2025,Australian Grand Prix,BEA,5,57,4+
2025,Australian Grand Prix,BOR,5,46,4+
2025,Australian Grand Prix,DOO,0,1,0
2025,Australian Grand Prix,GAS,5,57,4+
2025,Australian Grand Prix,HAD,0,1,0
2025,Australian Grand Prix,HAM,5,57,4+
2025,Australian Grand Prix,HUL,5,57,4+
2025,Australian Grand Prix,LAW,4,47,4+
2025,Australian Grand Prix,LEC,5,57,4+
2025,Australian Grand Prix,NOR,5,57,4+
2025,Australian Grand Prix,OCO,5,57,4+
2025,Australian Grand Prix,PIA,5,57,4+
2025,Australian Grand Prix,RUS,5,57,4+
2025,Australian Grand Prix,SAI,0,1,0
2025,Australian Grand Prix,STR,5,57,4+
2025,Australian Grand Prix,TSU,5,57,4+
2025,Australian Grand Prix,VER,5,57,4+
2025,Austrian Grand Prix,ALB,2,15,2
2025,Austrian Grand Prix,ALO,1,69,1
2025,Austrian Grand Prix,ANT,0,1,0
2025,Austrian Grand Prix,BEA,2,69,2
2025,Austrian Grand Prix,BOR,2,69,2
2025,Austrian Grand Prix,COL,2,69,2
2025,Austrian Grand Prix,GAS,2,69,2
2025,Austrian Grand Prix,HAD,2,69,2
2025,Austrian Grand Prix,HAM,2,70,2
2025,Austrian Grand Prix,HUL,2,69,2
2025,Austrian Grand Prix,LAW,1,70,1
2025,Austrian Grand Prix,LEC,2,70,2
2025,Austrian Grand Prix,NOR,2,70,2
2025,Austrian Grand Prix,OCO,2,69,2
2025,Austrian Grand Prix,PIA,2,70,2
2025,Austrian Grand Prix,RUS,2,70,2
2025,Austrian Grand Prix,STR,2,69,2
2025,Austrian Grand Prix,TSU,3,68,3
2025,Austrian Grand Prix,VER,0,1,0
2025,Azerbaijan Grand Prix,ALB,2,51,2
2025,Azerbaijan Grand Prix,ALO,1,51,1
2025,Azerbaijan Grand Prix,ANT,1,51,1
2025,Azerbaijan Grand Prix,BEA,1,51,1
2025,Azerbaijan Grand Prix,BOR,1,51,1
2025,Azerbaijan Grand Prix,COL,1,50,1
2025,Azerbaijan Grand Prix,GAS,1,50,1
2025,Azerbaijan Grand Prix,HAD,1,51,1
2025,Azerbaijan Grand Prix,HAM,1,51,1
2025,Azerbaijan Grand Prix,HUL,1,51,1
2025,Azerbaijan Grand Prix,LAW,1,51,1
2025,Azerbaijan Grand Prix,LEC,1,51,1
2025,Azerbaijan Grand Prix,NOR,1,51,1
2025,Azerbaijan Grand Prix,OCO,2,51,2
2025,Azerbaijan Grand Prix,PIA,0,1,0
2025,Azerbaijan Grand Prix,RUS,1,51,1
2025,Azerbaijan Grand Prix,SAI,1,51,1
2025,Azerbaijan Grand Prix,STR,1,51,1
2025,Azerbaijan Grand Prix,TSU,1,51,1
2025,Azerbaijan Grand Prix,VER,1,51,1
2025,Bahrain Grand Prix,ALB,2,57,2
2025,Bahrain Grand Prix,ALO,2,57,2
2025,Bahrain Grand Prix,ANT,3,57,3
2025,Bahrain Grand Prix,BEA,2,57,2
2025,Bahrain Grand Prix,BOR,2,57,2
2025,Bahrain Grand Prix,DOO,2,57,2
2025,Bahrain Grand Prix,GAS,2,57,2
2025,Bahrain Grand Prix,HAD,2,57,2
2025,Bahrain Grand Prix,HAM,2,57,2
2025,Bahrain Grand Prix,HUL,2,57,2
2025,Bahrain Grand Prix,LAW,2,57,2
2025,Bahrain Grand Prix,LEC,2,57,2
2025,Bahrain Grand Prix,NOR,2,57,2
2025,Bahrain Grand Prix,OCO,2,57,2
2025,Bahrain Grand Prix,PIA,2,57,2
2025,Bahrain Grand Prix,RUS,2,57,2
2025,Bahrain Grand Prix,SAI,4,45,4+
2025,Bahrain Grand Prix,STR,2,57,2
2025,Bahrain Grand Prix,TSU,2,57,2
2025,Bahrain Grand Prix,VER,2,57,2
2025,Belgian Grand Prix,ALB,1,44,1
2025,Belgian Grand Prix,ALO,2,44,2
2025,Belgian Grand Prix,ANT,2,44,2
2025,Belgian Grand Prix,BEA,1,44,1
2025,Belgian Grand Prix,BOR,1,44,1
2025,Belgian Grand Prix,COL,2,44,2
2025,Belgian Grand Prix,GAS,1,44,1
2025,Belgian Grand Prix,HAD,2,43,2
2025,Belgian Grand Prix,HAM,1,44,1
2025,Belgian Grand Prix,HUL,2,44,2
2025,Belgian Grand Prix,LAW,1,44,1
2025,Belgian Grand Prix,LEC,1,44,1
2025,Belgian Grand Prix,NOR,1,44,1
2025,Belgian Grand Prix,OCO,1,44,1
2025,Belgian Grand Prix,PIA,1,44,1
2025,Belgian Grand Prix,RUS,1,44,1
2025,Belgian Grand Prix,SAI,2,44,2
2025,Belgian Grand Prix,STR,1,44,1
2025,Belgian Grand Prix,TSU,1,44,1
2025,Belgian Grand Prix,VER,1,44,1
2025,British Grand Prix,ALB,2,52,2
2025,British Grand Prix,ALO,2,52,2
2025,British Grand Prix,ANT,4,23,4+
2025,British Grand Prix,BEA,2,52,2
2025,British Grand Prix,BOR,0,4,0
2025,British Grand Prix,GAS,2,52,2
2025,British Grand Prix,HAD,1,18,1
2025,British Grand Prix,HAM,2,52,2
2025,British Grand Prix,HUL,2,52,2
2025,British Grand Prix,LAW,0,1,0
2025,British Grand Prix,LEC,2,52,2
2025,British Grand Prix,NOR,2,52,2
2025,British Grand Prix,OCO,2,52,2
2025,British Grand Prix,PIA,2,52,2
2025,British Grand Prix,RUS,2,52,2
2025,British Grand Prix,SAI,2,52,2
2025,British Grand Prix,STR,3,52,3
2025,British Grand Prix,TSU,2,51,2
2025,British Grand Prix,VER,2,52,2
2025,Canadian Grand Prix,ALB,1,47,1
2025,Canadian Grand Prix,ALO,6,70,4+
2025,Canadian Grand Prix,ANT,5,70,4+
2025,Canadian Grand Prix,BEA,4,69,4+
2025,Canadian Grand Prix,BOR,4,69,4+
2025,Canadian Grand Prix,COL,4,69,4+
2025,Canadian Grand Prix,GAS,4,69,4+
2025,Canadian Grand Prix,HAD,4,69,4+
2025,Canadian Grand Prix,HAM,5,70,4+
2025,Canadian Grand Prix,HUL,5,70,4+
2025,Canadian Grand Prix,LAW,2,54,2
2025,Canadian Grand Prix,LEC,5,70,4+
2025,Canadian Grand Prix,NOR,2,67,2
2025,Canadian Grand Prix,OCO,4,69,4+
2025,Canadian Grand Prix,PIA,5,70,4+
2025,Canadian Grand Prix,RUS,5,70,4+
2025,Canadian Grand Prix,SAI,4,69,4+
2025,Canadian Grand Prix,STR,5,69,4+
2025,Canadian Grand Prix,TSU,4,69,4+
2025,Canadian Grand Prix,VER,5,70,4+
2025,Chinese Grand Prix,ALB,1,56,1
2025,Chinese Grand Prix,ALO,1,4,1
2025,Chinese Grand Prix,ANT,1,56,1
2025,Chinese Grand Prix,BEA,1,56,1
2025,Chinese Grand Prix,BOR,2,55,2
2025,Chinese Grand Prix,DOO,1,56,1
2025,Chinese Grand Prix,GAS,1,56,1
2025,Chinese Grand Prix,HAD,2,56,2
2025,Chinese Grand Prix,HAM,2,56,2
2025,Chinese Grand Prix,HUL,1,55,1
2025,Chinese Grand Prix,LAW,2,56,2
2025,Chinese Grand Prix,LEC,1,56,1
2025,Chinese Grand Prix,NOR,1,56,1
2025,Chinese Grand Prix,OCO,1,56,1
2025,Chinese Grand Prix,PIA,1,56,1
2025,Chinese Grand Prix,RUS,1,56,1
2025,Chinese Grand Prix,SAI,1,56,1
2025,Chinese Grand Prix,STR,1,56,1
2025,Chinese Grand Prix,TSU,3,55,3
2025,Chinese Grand Prix,VER,1,56,1
2025,Dutch Grand Prix,ALB,2,72,2
2025,Dutch Grand Prix,ALO,2,72,2
2025,Dutch Grand Prix,ANT,3,72,3
2025,Dutch Grand Prix,BEA,1,72,1
2025,Dutch Grand Prix,BOR,2,72,2
2025,Dutch Grand Prix,COL,3,72,3
2025,Dutch Grand Prix,GAS,1,72,1
2025,Dutch Grand Prix,HAD,2,72,2
2025,Dutch Grand Prix,HAM,0,23,0
2025,Dutch Grand Prix,HUL,2,72,2
2025,Dutch Grand Prix,LAW,3,72,3
2025,Dutch Grand Prix,LEC,2,52,2
2025,Dutch Grand Prix,NOR,2,65,2
2025,Dutch Grand Prix,OCO,1,72,1
2025,Dutch Grand Prix,PIA,2,72,2
2025,Dutch Grand Prix,RUS,2,72,2
2025,Dutch Grand Prix,SAI,4,72,4+
2025,Dutch Grand Prix,STR,2,72,2
2025,Dutch Grand Prix,TSU,2,72,2
2025,Dutch Grand Prix,VER,2,72,2
2025,Emilia Romagna Grand Prix,ALB,2,63,2
2025,Emilia Romagna Grand Prix,ALO,2,63,2
2025,Emilia Romagna Grand Prix,ANT,1,45,1
2025,Emilia Romagna Grand Prix,BEA,2,63,2
2025,Emilia Romagna Grand Prix,BOR,3,63,3
2025,Emilia Romagna Grand Prix,COL,2,63,2
2025,Emilia Romagna Grand Prix,GAS,2,63,2
2025,Emilia Romagna Grand Prix,HAD,2,63,2
2025,Emilia Romagna Grand Prix,HAM,2,63,2
2025,Emilia Romagna Grand Prix,HUL,1,63,1
2025,Emilia Romagna Grand Prix,LAW,2,63,2
2025,Emilia Romagna Grand Prix,LEC,2,63,2
2025,Emilia Romagna Grand Prix,NOR,2,63,2
2025,Emilia Romagna Grand Prix,OCO,1,28,1
2025,Emilia Romagna Grand Prix,PIA,2,63,2
2025,Emilia Romagna Grand Prix,RUS,2,63,2
2025,Emilia Romagna Grand Prix,SAI,2,63,2
2025,Emilia Romagna Grand Prix,STR,2,63,2
2025,Emilia Romagna Grand Prix,TSU,1,63,1
2025,Emilia Romagna Grand Prix,VER,2,63,2
2025,Hungarian Grand Prix,ALB,2,69,2
2025,Hungarian Grand Prix,ALO,1,70,1
2025,Hungarian Grand Prix,ANT,1,69,1
2025,Hungarian Grand Prix,BEA,2,48,2
2025,Hungarian Grand Prix,BOR,1,70,1
2025,Hungarian Grand Prix,COL,2,69,2
2025,Hungarian Grand Prix,GAS,1,69,1
2025,Hungarian Grand Prix,HAD,1,69,1
2025,Hungarian Grand Prix,HAM,1,69,1
2025,Hungarian Grand Prix,HUL,2,69,2
2025,Hungarian Grand Prix,LAW,1,70,1
2025,Hungarian Grand Prix,LEC,2,70,2
2025,Hungarian Grand Prix,NOR,1,70,1
2025,Hungarian Grand Prix,OCO,1,69,1
2025,Hungarian Grand Prix,PIA,2,70,2
2025,Hungarian Grand Prix,RUS,2,70,2
2025,Hungarian Grand Prix,SAI,2,69,2
2025,Hungarian Grand Prix,STR,1,70,1
2025,Hungarian Grand Prix,TSU,2,69,2
2025,Hungarian Grand Prix,VER,2,70,2
2025,Italian Grand Prix,ALB,1,53,1
2025,Italian Grand Prix,ALO,2,24,2
2025,Italian Grand Prix,ANT,1,53,1
2025,Italian Grand Prix,BEA,1,53,1
2025,Italian Grand Prix,BOR,1,53,1
2025,Italian Grand Prix,COL,1,52,1
2025,Italian Grand Prix,GAS,1,52,1
2025,Italian Grand Prix,HAD,1,53,1
2025,Italian Grand Prix,HAM,1,53,1
2025,Italian Grand Prix,LAW,1,53,1
2025,Italian Grand Prix,LEC,1,53,1
2025,Italian Grand Prix,NOR,1,53,1
2025,Italian Grand Prix,OCO,1,52,1
2025,Italian Grand Prix,PIA,1,53,1
2025,Italian Grand Prix,RUS,1,53,1
2025,Italian Grand Prix,SAI,1,53,1
2025,Italian Grand Prix,STR,1,52,1
2025,Italian Grand Prix,TSU,1,53,1
2025,Italian Grand Prix,VER,1,53,1
2025,Japanese Grand Prix,ALB,1,53,1
2025,Japanese Grand Prix,ALO,1,53,1
2025,Japanese Grand Prix,ANT,1,53,1
2025,Japanese Grand Prix,BEA,1,53,1
2025,Japanese Grand Prix,BOR,1,53,1
2025,Japanese Grand Prix,DOO,1,53,1
2025,Japanese Grand Prix,GAS,1,53,1
2025,Japanese Grand Prix,HAD,1,53,1
2025,Japanese Grand Prix,HAM,1,53,1
2025,Japanese Grand Prix,HUL,1,53,1
2025,Japanese Grand Prix,LAW,1,53,1
2025,Japanese Grand Prix,LEC,1,53,1
2025,Japanese Grand Prix,NOR,1,53,1
2025,Japanese Grand Prix,OCO,1,53,1
2025,Japanese Grand Prix,PIA,1,53,1
2025,Japanese Grand Prix,RUS,1,53,1
2025,Japanese Grand Prix,SAI,1,53,1
2025,Japanese Grand Prix,STR,2,52,2
2025,Japanese Grand Prix,TSU,1,53,1
2025,Japanese Grand Prix,VER,1,53,1
2025,Las Vegas Grand Prix,ALB,4,35,4+
2025,Las Vegas Grand Prix,ALO,1,50,1
2025,Las Vegas Grand Prix,ANT,1,50,1
2025,Las Vegas Grand Prix,BEA,1,50,1
2025,Las Vegas Grand Prix,BOR,2,2,2
2025,Las Vegas Grand Prix,COL,1,49,1
2025,Las Vegas Grand Prix,GAS,1,50,1
2025,Las Vegas Grand Prix,HAD,1,50,1
2025,Las Vegas Grand Prix,HAM,1,50,1
2025,Las Vegas Grand Prix,HUL,1,50,1
2025,Las Vegas Grand Prix,LAW,2,49,2
2025,Las Vegas Grand Prix,LEC,1,50,1
2025,Las Vegas Grand Prix,NOR,1,50,1
2025,Las Vegas Grand Prix,OCO,1,50,1
2025,Las Vegas Grand Prix,PIA,1,50,1
2025,Las Vegas Grand Prix,RUS,1,50,1
2025,Las Vegas Grand Prix,SAI,1,50,1
2025,Las Vegas Grand Prix,STR,0,1,0
2025,Las Vegas Grand Prix,TSU,2,50,2
2025,Las Vegas Grand Prix,VER,1,50,1
2025,Mexico City Grand Prix,ALB,1,70,1
2025,Mexico City Grand Prix,ALO,2,34,2
2025,Mexico City Grand Prix,ANT,2,71,2
2025,Mexico City Grand Prix,BEA,2,71,2
2025,Mexico City Grand Prix,BOR,1,71,1
2025,Mexico City Grand Prix,COL,1,70,1
2025,Mexico City Grand Prix,GAS,1,70,1
2025,Mexico City Grand Prix,HAD,1,70,1
2025,Mexico City Grand Prix,HAM,2,71,2
2025,Mexico City Grand Prix,HUL,1,25,1
2025,Mexico City Grand Prix,LAW,2,5,2
2025,Mexico City Grand Prix,LEC,1,71,1
2025,Mexico City Grand Prix,NOR,1,71,1
2025,Mexico City Grand Prix,OCO,1,71,1
2025,Mexico City Grand Prix,PIA,2,71,2
2025,Mexico City Grand Prix,RUS,2,71,2
2025,Mexico City Grand Prix,SAI,3,68,3
2025,Mexico City Grand Prix,STR,2,70,2
2025,Mexico City Grand Prix,TSU,1,71,1
2025,Mexico City Grand Prix,VER,1,71,1
2025,Miami Grand Prix,ALB,1,57,1
2025,Miami Grand Prix,ALO,1,56,1
2025,Miami Grand Prix,ANT,1,57,1
2025,Miami Grand Prix,BEA,0,28,0
2025,Miami Grand Prix,BOR,1,31,1
2025,Miami Grand Prix,DOO,0,1,0
2025,Miami Grand Prix,GAS,1,57,1
2025,Miami Grand Prix,HAD,1,57,1
2025,Miami Grand Prix,HAM,1,57,1
2025,Miami Grand Prix,HUL,1,56,1
2025,Miami Grand Prix,LAW,2,36,2
2025,Miami Grand Prix,LEC,1,57,1
2025,Miami Grand Prix,NOR,1,57,1
2025,Miami Grand Prix,OCO,1,57,1
2025,Miami Grand Prix,PIA,1,57,1
2025,Miami Grand Prix,RUS,1,57,1
2025,Miami Grand Prix,SAI,1,57,1
2025,Miami Grand Prix,STR,1,56,1
2025,Miami Grand Prix,TSU,1,57,1
2025,Miami Grand Prix,VER,1,57,1
2025,Monaco Grand Prix,ALB,2,76,2
2025,Monaco Grand Prix,ALO,1,37,1
2025,Monaco Grand Prix,ANT,2,75,2
2025,Monaco Grand Prix,BEA,2,76,2
2025,Monaco Grand Prix,BOR,3,76,3
2025,Monaco Grand Prix,COL,2,76,2
2025,Monaco Grand Prix,GAS,2,8,2
2025,Monaco Grand Prix,HAD,2,77,2
2025,Monaco Grand Prix,HAM,2,78,2
2025,Monaco Grand Prix,HUL,2,76,2
2025,Monaco Grand Prix,LAW,2,77,2
2025,Monaco Grand Prix,LEC,2,78,2
2025,Monaco Grand Prix,NOR,2,78,2
2025,Monaco Grand Prix,OCO,2,77,2
2025,Monaco Grand Prix,PIA,2,78,2
2025,Monaco Grand Prix,RUS,3,76,3
2025,Monaco Grand Prix,SAI,2,76,2
2025,Monaco Grand Prix,STR,2,76,2
2025,Monaco Grand Prix,TSU,2,76,2
2025,Monaco Grand Prix,VER,2,78,2
2025,Qatar Grand Prix,ALB,2,57,2
2025,Qatar Grand Prix,ALO,2,57,2
2025,Qatar Grand Prix,ANT,2,57,2
2025,Qatar Grand Prix,BEA,4,41,4+
2025,Qatar Grand Prix,BOR,2,57,2
2025,Qatar Grand Prix,COL,2,56,2
2025,Qatar Grand Prix,GAS,2,56,2
2025,Qatar Grand Prix,HAD,3,55,3
2025,Qatar Grand Prix,HAM,2,57,2
2025,Qatar Grand Prix,HUL,0,7,0
2025,Qatar Grand Prix,LAW,2,57,2
2025,Qatar Grand Prix,LEC,2,57,2
2025,Qatar Grand Prix,NOR,2,57,2
2025,Qatar Grand Prix,OCO,3,56,3
2025,Qatar Grand Prix,PIA,2,57,2
2025,Qatar Grand Prix,RUS,2,57,2
2025,Qatar Grand Prix,SAI,2,57,2
2025,Qatar Grand Prix,STR,4,55,4+
2025,Qatar Grand Prix,TSU,2,57,2
2025,Qatar Grand Prix,VER,2,57,2
2025,Saudi Arabian Grand Prix,ALB,1,50,1
2025,Saudi Arabian Grand Prix,ALO,1,50,1
2025,Saudi Arabian Grand Prix,ANT,1,50,1
2025,Saudi Arabian Grand Prix,BEA,1,50,1
2025,Saudi Arabian Grand Prix,BOR,1,49,1
2025,Saudi Arabian Grand Prix,DOO,2,49,2
2025,Saudi Arabian Grand Prix,GAS,0,1,0
2025,Saudi Arabian Grand Prix,HAD,1,50,1
2025,Saudi Arabian Grand Prix,HAM,1,50,1
2025,Saudi Arabian Grand Prix,HUL,1,49,1
2025,Saudi Arabian Grand Prix,LAW,1,50,1
2025,Saudi Arabian Grand Prix,LEC,1,50,1
2025,Saudi Arabian Grand Prix,NOR,1,50,1
2025,Saudi Arabian Grand Prix,OCO,1,50,1
2025,Saudi Arabian Grand Prix,PIA,1,50,1
2025,Saudi Arabian Grand Prix,RUS,1,50,1
2025,Saudi Arabian Grand Prix,SAI,1,50,1
2025,Saudi Arabian Grand Prix,STR,1,49,1
2025,Saudi Arabian Grand Prix,TSU,1,1,1
2025,Saudi Arabian Grand Prix,VER,1,50,1
2025,São Paulo Grand Prix,ALB,2,71,2
2025,São Paulo Grand Prix,ALO,2,71,2
2025,São Paulo Grand Prix,ANT,2,71,2
2025,São Paulo Grand Prix,BEA,2,71,2
2025,São Paulo Grand Prix,BOR,0,1,0
2025,São Paulo Grand Prix,COL,2,71,2
2025,São Paulo Grand Prix,GAS,2,71,2
2025,São Paulo Grand Prix,HAD,2,71,2
2025,São Paulo Grand Prix,HAM,4,37,4+
2025,São Paulo Grand Prix,HUL,1,71,1
2025,São Paulo Grand Prix,LAW,1,71,1
2025,São Paulo Grand Prix,LEC,0,6,0
2025,São Paulo Grand Prix,NOR,2,71,2
2025,São Paulo Grand Prix,OCO,2,71,2
2025,São Paulo Grand Prix,PIA,2,71,2
2025,São Paulo Grand Prix,RUS,2,71,2
2025,São Paulo Grand Prix,SAI,2,71,2
2025,São Paulo Grand Prix,STR,2,71,2
2025,São Paulo Grand Prix,TSU,3,71,3
2025,São Paulo Grand Prix,VER,3,71,3
2025,Singapore Grand Prix,ALB,1,61,1
2025,Singapore Grand Prix,ALO,1,62,1
2025,Singapore Grand Prix,ANT,1,62,1
2025,Singapore Grand Prix,BEA,1,62,1
2025,Singapore Grand Prix,BOR,1,61,1
2025,Singapore Grand Prix,COL,1,61,1
2025,Singapore Grand Prix,GAS,2,61,2
2025,Singapore Grand Prix,HAD,1,61,1
2025,Singapore Grand Prix,HAM,2,62,2
2025,Singapore Grand Prix,HUL,2,61,2
2025,Singapore Grand Prix,LAW,1,61,1
2025,Singapore Grand Prix,LEC,1,62,1
2025,Singapore Grand Prix,NOR,1,62,1
2025,Singapore Grand Prix,OCO,1,61,1
2025,Singapore Grand Prix,PIA,1,62,1
2025,Singapore Grand Prix,RUS,1,62,1
2025,Singapore Grand Prix,SAI,1,61,1
2025,Singapore Grand Prix,STR,1,61,1
2025,Singapore Grand Prix,TSU,1,61,1
2025,Singapore Grand Prix,VER,1,62,1
2025,Spanish Grand Prix,ALB,3,27,3
2025,Spanish Grand Prix,ALO,3,66,3
2025,Spanish Grand Prix,ANT,2,54,2
2025,Spanish Grand Prix,BEA,3,66,3
2025,Spanish Grand Prix,BOR,2,66,2
2025,Spanish Grand Prix,COL,3,66,3
2025,Spanish Grand Prix,GAS,3,66,3
2025,Spanish Grand Prix,HAD,3,66,3
2025,Spanish Grand Prix,HAM,3,66,3
2025,Spanish Grand Prix,HUL,3,66,3
2025,Spanish Grand Prix,LAW,2,66,2
2025,Spanish Grand Prix,LEC,3,66,3
2025,Spanish Grand Prix,NOR,3,66,3
2025,Spanish Grand Prix,OCO,2,66,2
2025,Spanish Grand Prix,PIA,3,66,3
2025,Spanish Grand Prix,RUS,3,66,3
2025,Spanish Grand Prix,SAI,3,66,3
2025,Spanish Grand Prix,TSU,4,66,4+
2025,Spanish Grand Prix,VER,4,66,4+
2025,United States Grand Prix,ALB,2,56,2
2025,United States Grand Prix,ALO,1,56,1
2025,United States Grand Prix,ANT,1,56,1
2025,United States Grand Prix,BEA,1,56,1
2025,United States Grand Prix,BOR,2,55,2
2025,United States Grand Prix,COL,1,55,1
2025,United States Grand Prix,GAS,1,55,1
2025,United States Grand Prix,HAD,1,56,1
2025,United States Grand Prix,HAM,1,56,1
2025,United States Grand Prix,HUL,1,56,1
2025,United States Grand Prix,LAW,1,56,1
2025,United States Grand Prix,LEC,1,56,1
2025,United States Grand Prix,NOR,1,56,1
2025,United States Grand Prix,OCO,1,56,1
2025,United States Grand Prix,PIA,1,56,1
2025,United States Grand Prix,RUS,1,56,1
2025,United States Grand Prix,SAI,0,6,0
2025,United States Grand Prix,STR,1,56,1
2025,United States Grand Prix,TSU,1,56,1
2025,United States Grand Prix,VER,1,56,1
