RaceYear,RaceName,Driver,Stint,Compound,degradation_slope_seconds_per_lap,intercept,n_laps,min_tyre_life,max_tyre_life
2018,Bahrain Grand Prix,ERI,1,SOFT,0.001923715620135063,0.28783809029579566,16,4.0,21.0
2018,Bahrain Grand Prix,ERI,2,MEDIUM,0.040374266862170126,0.857325329912019,32,2.0,33.0
2018,Bahrain Grand Prix,GAS,1,SUPERSOFT,-0.03398870967741854,0.8240967741935442,9,7.0,16.0
2018,Bahrain Grand Prix,GAS,2,SOFT,0.0019215686274512193,0.5806666666666713,17,2.0,18.0
2018,Bahrain Grand Prix,GAS,3,SUPERSOFT,0.006983060417842895,0.15062619988707251,22,5.0,26.0
2018,Bahrain Grand Prix,GRO,1,SUPERSOFT,-0.0076274509803919985,0.6819215686274442,11,4.0,16.0
2018,Bahrain Grand Prix,GRO,2,SOFT,0.03618181818181867,1.0124181818181746,10,2.0,11.0
2018,Bahrain Grand Prix,GRO,3,SUPERSOFT,0.16041758241758208,0.34596703296703196,13,2.0,14.0
2018,Bahrain Grand Prix,GRO,4,SUPERSOFT,0.13203636363636329,0.22556363636364102,10,2.0,11.0
2018,Bahrain Grand Prix,HAM,1,SOFT,0.009294736842105307,0.5919368421052572,20,7.0,26.0
2018,Bahrain Grand Prix,HAM,2,MEDIUM,0.016598887652947657,0.4299839080459765,30,1.0,30.0
2018,Bahrain Grand Prix,HAR,1,SUPERSOFT,0.004793987865416497,0.12478874793160638,13,4.0,18.0
2018,Bahrain Grand Prix,HAR,2,SOFT,0.06729548872180471,-0.018348120300759056,20,2.0,21.0
2018,Bahrain Grand Prix,HAR,3,SUPERSOFT,0.22379120879120898,-1.5588571428571374,13,5.0,17.0
2018,Bahrain Grand Prix,HUL,1,SUPERSOFT,-0.073920168067227,1.1580168067226968,8,7.0,16.0
2018,Bahrain Grand Prix,HUL,2,SOFT,0.024217391304348038,0.7020553359683787,22,2.0,23.0
2018,Bahrain Grand Prix,HUL,3,SUPERSOFT,0.3410563725490193,-2.9539093137254886,17,5.0,21.0
2018,Bahrain Grand Prix,LEC,2,MEDIUM,0.05090960149772672,0.9969713827226556,27,2.0,30.0
2018,Bahrain Grand Prix,LEC,3,SUPERSOFT,0.012468831168831096,0.355850216450211,21,2.0,22.0
2018,Bahrain Grand Prix,MAG,1,SUPERSOFT,-0.2001071428571425,2.54107142857142,7,7.0,13.0
2018,Bahrain Grand Prix,MAG,2,SUPERSOFT,-0.036115384615384355,0.9586282051281978,12,5.0,16.0
2018,Bahrain Grand Prix,MAG,3,SOFT,0.0328394088669951,0.682155665024632,29,2.0,30.0
2018,Bahrain Grand Prix,OCO,1,SUPERSOFT,-0.068428571428571,1.2883571428571434,8,7.0,16.0
2018,Bahrain Grand Prix,OCO,2,MEDIUM,-0.017994840041279665,1.1522235982112163,18,2.0,19.0
2018,Bahrain Grand Prix,OCO,3,SOFT,0.05270676691729313,0.4398721804511233,20,2.0,21.0
2018,Bahrain Grand Prix,PER,2,MEDIUM,0.049668880940214995,1.3143224322943294,20,2.0,22.0
2018,Bahrain Grand Prix,PER,3,SUPERSOFT,0.11933992094861672,-0.40046245059289154,23,2.0,24.0
2018,Bahrain Grand Prix,RAI,1,SUPERSOFT,0.0922362637362638,-0.669225274725272,13,7.0,19.0
2018,Bahrain Grand Prix,RAI,2,SOFT,0.052221978021977554,0.04097802197802185,14,1.0,14.0
2018,Bahrain Grand Prix,SAI,1,SUPERSOFT,-0.005291273584906023,0.23644457547169573,9,7.0,17.0
2018,Bahrain Grand Prix,SAI,2,SUPERSOFT,0.19351190476190416,-0.1612261904761803,8,5.0,12.0
2018,Bahrain Grand Prix,SAI,3,SOFT,0.05286896551724138,-0.38662758620689375,29,12.0,40.0
2018,Bahrain Grand Prix,SIR,1,SOFT,0.06026998689384023,0.5058754914810009,15,4.0,20.0
2018,Bahrain Grand Prix,SIR,2,MEDIUM,0.027717647058823208,1.143307352941181,16,2.0,17.0
2018,Bahrain Grand Prix,SIR,3,SUPERSOFT,0.21906071428571458,-0.6262797619047653,15,2.0,16.0
